N,d,VFL TeamName,R,W,D,L,G,S,a,b,c,d,e,f,g,h,S,A,B,C,D,E,F,G,H,S,q,r,x,T,season
10,-1,VFL Amsterdam,4,1,2,1,3,:,5,-2,5,2,1,0,1,2,:,4,-2,3,2,0,2,0,1,:,1,0,2,,Season 58794
11,1,VFL Brussels,4,1,1,2,2,:,2,0,4,2,1,1,0,2,:,0,2,4,2,0,0,2,0,:,2,-2,0,,Season 58794
12,-1,VFL Athens,4,1,1,2,6,:,7,-1,4,2,1,1,0,5,:,3,2,4,2,0,0,2,1,:,4,-3,0,,Season 58794
13,1,VFL Ankara,4,1,0,3,2,:,5,-3,3,2,1,0,1,1,:,1,0,3,2,0,0,2,1,:,4,-3,0,,Season 58794
14,1,VFL Edinburgh,4,1,0,3,2,:,8,-6,3,2,1,0,1,2,:,3,-1,3,2,0,0,2,0,:,5,-5,0,,Season 58794
15,-1,VFL Bern,4,0,1,3,2,:,8,-6,1,2,0,1,1,1,:,2,-1,1,2,0,0,2,1,:,6,-5,0,,Season 58794
16,1,VFL Vienna,4,0,1,3,2,:,10,-8,1,2,0,1,1,1,:,6,-5,1,2,0,0,2,1,:,4,-3,0,,Season 58794
1,-1,VFL Lisbon,5,4,1,0,16,:,7,9,13,2,1,1,0,7,:,4,3,4,3,3,0,0,9,:,3,6,9,,Season 58794
2,1,VFL Stockholm,5,3,1,1,13,:,7,6,10,3,2,0,1,5,:,4,1,6,2,1,1,0,8,:,3,5,4,,Season 58794
3,-1,VFL London,5,3,1,1,13,:,8,5,10,3,2,0,1,8,:,4,4,6,2,1,1,0,5,:,4,1,4,,Season 58794
4,0,VFL Paris,5,3,1,1,9,:,5,4,10,2,1,0,1,5,:,3,2,3,3,2,1,0,4,:,2,2,7,,Season 58794
5,1,VFL Oslo,5,3,1,1,8,:,4,4,10,3,2,1,0,5,:,1,4,7,2,1,0,1,3,:,3,0,3,,Season 58794
6,1,VFL Madrid,5,2,2,1,10,:,7,3,8,2,1,1,0,5,:,4,1,4,3,1,1,1,5,:,3,2,4,,Season 58794
7,0,VFL Berlin,5,2,2,1,9,:,9,0,8,3,2,1,0,6,:,3,3,7,2,0,1,1,3,:,6,-3,1,,Season 58794
8,0,VFL Rome,5,2,0,3,9,:,10,-1,6,2,2,0,0,5,:,0,5,6,3,0,0,3,4,:,10,-6,0,,Season 58794
9,0,VFL Copenhagen,5,1,3,1,7,:,8,-1,6,3,1,2,0,6,:,4,2,5,2,0,1,1,1,:,4,-3,1,,Season 58794
10,0,VFL Amsterdam,5,1,3,1,4,:,6,-2,6,2,1,0,1,2,:,4,-2,3,3,0,3,0,2,:,2,0,3,,Season 58794
11,-1,VFL Edinburgh,5,2,0,3,3,:,8,-5,6,3,2,0,1,3,:,3,0,6,2,0,0,2,0,:,5,-5,0,,Season 58794
12,0,VFL Athens,5,1,2,2,7,:,8,-1,5,2,1,1,0,5,:,3,2,4,3,0,1,2,2,:,5,-3,1,,Season 58794
13,0,VFL Ankara,5,1,1,3,3,:,6,-3,4,2,1,0,1,1,:,1,0,3,3,0,1,2,2,:,5,-3,1,,Season 58794
14,1,VFL Brussels,5,1,1,3,2,:,5,-3,4,3,1,1,1,2,:,3,-1,4,2,0,0,2,0,:,2,-2,0,,Season 58794
15,0,VFL Bern,5,0,2,3,3,:,9,-6,2,3,0,2,1,2,:,3,-1,2,2,0,0,2,1,:,6,-5,0,,Season 58794
16,0,VFL Vienna,5,0,1,4,2,:,11,-9,1,2,0,1,1,1,:,6,-5,1,3,0,0,3,1,:,5,-4,0,,Season 58794
1,0,VFL Lisbon,6,5,1,0,18,:,7,11,16,3,2,1,0,9,:,4,5,7,3,3,0,0,9,:,3,6,9,,Season 58794
2,-1,VFL London,6,4,1,1,16,:,9,7,13,3,2,0,1,8,:,4,4,6,3,2,1,0,8,:,5,3,7,,Season 58794
3,-1,VFL Berlin,6,3,2,1,10,:,9,1,11,3,2,1,0,6,:,3,3,7,3,1,1,1,4,:,6,-2,4,,Season 58794
4,1,VFL Stockholm,6,3,1,2,14,:,9,5,10,3,2,0,1,5,:,4,1,6,3,1,1,1,9,:,5,4,4,,Season 58794
5,1,VFL Paris,6,3,1,2,10,:,7,3,10,3,1,0,2,6,:,5,1,3,3,2,1,0,4,:,2,2,7,,Season 58794
6,1,VFL Oslo,6,3,1,2,8,:,6,2,10,3,2,1,0,5,:,1,4,7,3,1,0,2,3,:,5,-2,3,,Season 58794
7,-1,VFL Rome,6,3,0,3,11,:,11,0,9,3,3,0,0,7,:,1,6,9,3,0,0,3,4,:,10,-6,0,,Season 58794
8,-1,VFL Edinburgh,6,3,0,3,5,:,9,-4,9,3,2,0,1,3,:,3,0,6,3,1,0,2,2,:,6,-4,3,,Season 58794
9,1,VFL Madrid,6,2,2,2,11,:,10,1,8,3,1,1,1,6,:,7,-1,4,3,1,1,1,5,:,3,2,4,,Season 58794
10,-1,VFL Ankara,6,2,1,3,4,:,6,-2,7,3,2,0,1,2,:,1,1,6,3,0,1,2,2,:,5,-3,1,,Season 58794
11,-1,VFL Athens,6,1,3,2,8,:,9,-1,6,3,1,2,0,6,:,4,2,5,3,0,1,2,2,:,5,-3,1,,Season 58794
12,1,VFL Copenhagen,6,1,3,2,7,:,9,-2,6,3,1,2,0,6,:,4,2,5,3,0,1,2,1,:,5,-4,1,,Season 58794
13,1,VFL Amsterdam,6,1,3,2,4,:,7,-3,6,3,1,0,2,2,:,5,-3,3,3,0,3,0,2,:,2,0,3,,Season 58794
14,0,VFL Brussels,6,1,2,3,3,:,6,-3,5,3,1,1,1,2,:,3,-1,4,3,0,1,2,1,:,3,-2,1,,Season 58794
15,-1,VFL Vienna,6,1,1,4,4,:,12,-8,4,3,1,1,1,3,:,7,-4,4,3,0,0,3,1,:,5,-4,0,,Season 58794
16,1,VFL Bern,6,0,2,4,4,:,11,-7,2,3,0,2,1,2,:,3,-1,2,3,0,0,3,2,:,8,-6,0,,Season 58794
1,0,VFL Lisbon,7,6,1,0,21,:,9,12,19,4,3,1,0,12,:,6,6,10,3,3,0,0,9,:,3,6,9,,Season 58794
2,0,VFL London,7,4,2,1,17,:,10,7,14,4,2,1,1,9,:,5,4,7,3,2,1,0,8,:,5,3,7,,Season 58794
3,-1,VFL Paris,7,4,1,2,11,:,7,4,13,3,1,0,2,6,:,5,1,3,4,3,1,0,5,:,2,3,10,,Season 58794
4,-1,VFL Oslo,7,4,1,2,10,:,7,3,13,4,3,1,0,7,:,2,5,10,3,1,0,2,3,:,5,-2,3,,Season 58794
5,-1,VFL Rome,7,4,0,3,12,:,11,1,12,3,3,0,0,7,:,1,6,9,4,1,0,3,5,:,10,-5,3,,Season 58794
6,1,VFL Berlin,7,3,3,1,11,:,10,1,12,3,2,1,0,6,:,3,3,7,4,1,2,1,5,:,7,-2,5,,Season 58794
7,-1,VFL Madrid,7,3,2,2,14,:,10,4,11,3,1,1,1,6,:,7,-1,4,4,2,1,1,8,:,3,5,7,,Season 58794
8,1,VFL Stockholm,7,3,1,3,14,:,12,2,10,4,2,0,2,5,:,7,-2,6,3,1,1,1,9,:,5,4,4,,Season 58794
9,1,VFL Edinburgh,7,3,0,4,5,:,10,-5,9,4,2,0,2,3,:,4,-1,6,3,1,0,2,2,:,6,-4,3,,Season 58794
10,0,VFL Ankara,7,2,2,3,5,:,7,-2,8,3,2,0,1,2,:,1,1,6,4,0,2,2,3,:,6,-3,2,,Season 58794
11,-1,VFL Copenhagen,7,1,4,2,8,:,10,-2,7,4,1,3,0,7,:,5,2,6,3,0,1,2,1,:,5,-4,1,,Season 58794
12,1,VFL Athens,7,1,3,3,9,:,11,-2,6,3,1,2,0,6,:,4,2,5,4,0,1,3,3,:,7,-4,1,,Season 58794
13,-1,VFL Brussels,7,1,3,3,5,:,8,-3,6,4,1,2,1,4,:,5,-1,5,3,0,1,2,1,:,3,-2,1,,Season 58794
14,1,VFL Amsterdam,7,1,3,3,6,:,10,-4,6,3,1,0,2,2,:,5,-3,3,4,0,3,1,4,:,5,-1,3,,Season 58794
15,0,VFL Vienna,7,1,2,4,6,:,14,-8,5,3,1,1,1,3,:,7,-4,4,4,0,1,3,3,:,7,-4,1,,Season 58794
16,0,VFL Bern,7,0,2,5,4,:,12,-8,2,4,0,2,2,2,:,4,-2,2,3,0,0,3,2,:,8,-6,0,,Season 58794
1,0,VFL Lisbon,8,7,1,0,23,:,10,13,22,4,3,1,0,12,:,6,6,10,4,4,0,0,11,:,4,7,12,,Season 58794
2,-1,VFL Paris,8,5,1,2,13,:,8,5,16,4,2,0,2,8,:,6,2,6,4,3,1,0,5,:,2,3,10,,Season 58794
3,-1,VFL Berlin,8,4,3,1,12,:,10,2,15,4,3,1,0,7,:,3,4,10,4,1,2,1,5,:,7,-2,5,,Season 58794
4,-1,VFL Madrid,8,4,2,2,18,:,10,8,14,4,2,1,1,10,:,7,3,7,4,2,1,1,8,:,3,5,7,,Season 58794
5,1,VFL London,8,4,2,2,17,:,11,6,14,4,2,1,1,9,:,5,4,7,4,2,1,1,8,:,6,2,7,,Season 58794
6,-1,VFL Stockholm,8,4,1,3,16,:,13,3,13,4,2,0,2,5,:,7,-2,6,4,2,1,1,11,:,6,5,7,,Season 58794
7,1,VFL Oslo,8,4,1,3,10,:,8,2,13,4,3,1,0,7,:,2,5,10,4,1,0,3,3,:,6,-3,3,,Season 58794
8,1,VFL Rome,8,4,0,4,14,:,14,0,12,4,3,0,1,9,:,4,5,9,4,1,0,3,5,:,10,-5,3,,Season 58794
9,-1,VFL Amsterdam,8,2,3,3,8,:,11,-3,9,4,2,0,2,4,:,6,-2,6,4,0,3,1,4,:,5,-1,3,,Season 58794
10,1,VFL Edinburgh,8,3,0,5,5,:,14,-9,9,4,2,0,2,3,:,4,-1,6,4,1,0,3,2,:,10,-8,3,,Season 58794
11,1,VFL Ankara,8,2,2,4,6,:,9,-3,8,4,2,0,2,3,:,3,0,6,4,0,2,2,3,:,6,-3,2,,Season 58794
12,-1,VFL Vienna,8,2,2,4,7,:,14,-7,8,4,2,1,1,4,:,7,-3,7,4,0,1,3,3,:,7,-4,1,,Season 58794
13,1,VFL Copenhagen,8,1,4,3,9,:,12,-3,7,4,1,3,0,7,:,5,2,6,4,0,1,3,2,:,7,-5,1,,Season 58794
14,1,VFL Athens,8,1,3,4,10,:,13,-3,6,4,1,2,1,7,:,6,1,5,4,0,1,3,3,:,7,-4,1,,Season 58794
15,1,VFL Brussels,8,1,3,4,6,:,10,-4,6,4,1,2,1,4,:,5,-1,5,4,0,1,3,2,:,5,-3,1,,Season 58794
16,0,VFL Bern,8,1,2,5,7,:,14,-7,5,4,0,2,2,2,:,4,-2,2,4,1,0,3,5,:,10,-5,3,,Season 58794
1,0,VFL Lisbon,9,8,1,0,24,:,10,14,25,5,4,1,0,13,:,6,7,13,4,4,0,0,11,:,4,7,12,,Season 58794
2,-1,VFL Berlin,9,5,3,1,14,:,11,3,18,4,3,1,0,7,:,3,4,10,5,2,2,1,7,:,8,-1,8,,Season 58794
3,-1,VFL London,9,5,2,2,21,:,11,10,17,5,3,1,1,13,:,5,8,10,4,2,1,1,8,:,6,2,7,,Season 58794
4,1,VFL Paris,9,5,1,3,14,:,10,4,16,4,2,0,2,8,:,6,2,6,5,3,1,1,6,:,4,2,10,,Season 58794
5,-1,VFL Oslo,9,5,1,3,12,:,9,3,16,5,4,1,0,9,:,3,6,13,4,1,0,3,3,:,6,-3,3,,Season 58794
6,1,VFL Madrid,9,4,3,2,20,:,12,8,15,4,2,1,1,10,:,7,3,7,5,2,2,1,10,:,5,5,8,,Season 58794
7,1,VFL Stockholm,9,4,1,4,17,:,15,2,13,5,2,0,3,6,:,9,-3,6,4,2,1,1,11,:,6,5,7,,Season 58794
8,0,VFL Rome,9,4,0,5,15,:,16,-1,12,4,3,0,1,9,:,4,5,9,5,1,0,4,6,:,12,-6,3,,Season 58794
9,-1,VFL Ankara,9,3,2,4,7,:,9,-2,11,4,2,0,2,3,:,3,0,6,5,1,2,2,4,:,6,-2,5,,Season 58794
10,-1,VFL Athens,9,2,3,4,12,:,14,-2,9,5,2,2,1,9,:,7,2,8,4,0,1,3,3,:,7,-4,1,,Season 58794
11,-1,VFL Brussels,9,2,3,4,8,:,11,-3,9,5,2,2,1,6,:,6,0,8,4,0,1,3,2,:,5,-3,1,,Season 58794
12,1,VFL Amsterdam,9,2,3,4,9,:,13,-4,9,4,2,0,2,4,:,6,-2,6,5,0,3,2,5,:,7,-2,3,,Season 58794
13,1,VFL Edinburgh,9,3,0,6,5,:,15,-10,9,5,2,0,3,3,:,5,-2,6,4,1,0,3,2,:,10,-8,3,,Season 58794
14,1,VFL Vienna,9,2,2,5,7,:,15,-8,8,4,2,1,1,4,:,7,-3,7,5,0,1,4,3,:,8,-5,1,,Season 58794
15,1,VFL Copenhagen,9,1,4,4,9,:,16,-7,7,4,1,3,0,7,:,5,2,6,5,0,1,4,2,:,11,-9,1,,Season 58794
16,0,VFL Bern,9,1,3,5,9,:,16,-7,6,5,0,3,2,4,:,6,-2,3,4,1,0,3,5,:,10,-5,3,,Season 58794
1,0,VFL Lisbon,10,8,1,1,24,:,11,13,25,5,4,1,0,13,:,6,7,13,5,4,0,1,11,:,5,6,12,,Season 58794
2,0,VFL Berlin,10,6,3,1,16,:,12,4,21,5,4,1,0,9,:,4,5,13,5,2,2,1,7,:,8,-1,8,,Season 58794
3,0,VFL London,10,6,2,2,26,:,12,14,20,5,3,1,1,13,:,5,8,10,5,3,1,1,13,:,7,6,10,,Season 58794
4,0,VFL Paris,10,6,1,3,15,:,10,5,19,5,3,0,2,9,:,6,3,9,5,3,1,1,6,:,4,2,10,,Season 58794
5,-1,VFL Madrid,10,5,3,2,21,:,12,9,18,5,3,1,1,11,:,7,4,10,5,2,2,1,10,:,5,5,8,,Season 58794
6,-1,VFL Stockholm,10,5,1,4,18,:,15,3,16,5,2,0,3,6,:,9,-3,6,5,3,1,1,12,:,6,6,10,,Season 58794
7,1,VFL Oslo,10,5,1,4,12,:,10,2,16,5,4,1,0,9,:,3,6,13,5,1,0,4,3,:,7,-4,3,,Season 58794
8,0,VFL Rome,10,5,0,5,16,:,16,0,15,5,4,0,1,10,:,4,6,12,5,1,0,4,6,:,12,-6,3,,Season 58794
9,0,VFL Ankara,10,4,2,4,9,:,9,0,14,5,3,0,2,5,:,3,2,9,5,1,2,2,4,:,6,-2,5,,Season 58794
10,0,VFL Athens,10,2,4,4,13,:,15,-2,10,5,2,2,1,9,:,7,2,8,5,0,2,3,4,:,8,-4,2,,Season 58794
11,0,VFL Brussels,10,2,3,5,8,:,12,-4,9,5,2,2,1,6,:,6,0,8,5,0,1,4,2,:,6,-4,1,,Season 58794
12,0,VFL Amsterdam,10,2,3,5,10,:,18,-8,9,5,2,0,3,5,:,11,-6,6,5,0,3,2,5,:,7,-2,3,,Season 58794
13,-1,VFL Vienna,10,2,3,5,8,:,16,-8,9,5,2,2,1,5,:,8,-3,8,5,0,1,4,3,:,8,-5,1,,Season 58794
14,1,VFL Edinburgh,10,3,0,7,6,:,17,-11,9,5,2,0,3,3,:,5,-2,6,5,1,0,4,3,:,12,-9,3,,Season 58794
15,0,VFL Copenhagen,10,1,4,5,9,:,17,-8,7,5,1,3,1,7,:,6,1,6,5,0,1,4,2,:,11,-9,1,,Season 58794
16,0,VFL Bern,10,1,3,6,9,:,18,-9,6,5,0,3,2,4,:,6,-2,3,5,1,0,4,5,:,12,-7,3,,Season 58794
1,0,VFL Lisbon,11,8,2,1,25,:,12,13,26,6,4,2,0,14,:,7,7,14,5,4,0,1,11,:,5,6,12,,Season 58794
2,0,VFL Berlin,11,7,3,1,19,:,13,6,24,5,4,1,0,9,:,4,5,13,6,3,2,1,10,:,9,1,11,,Season 58794
3,0,VFL London,11,6,3,2,29,:,15,14,21,5,3,1,1,13,:,5,8,10,6,3,2,1,16,:,10,6,11,,Season 58794
4,-1,VFL Madrid,11,5,4,2,21,:,12,9,19,5,3,1,1,11,:,7,4,10,6,2,3,1,10,:,5,5,9,,Season 58794
5,1,VFL Paris,11,6,1,4,16,:,12,4,19,5,3,0,2,9,:,6,3,9,6,3,1,2,7,:,6,1,10,,Season 58794
6,0,VFL Stockholm,11,5,2,4,21,:,18,3,17,6,2,1,3,9,:,12,-3,7,5,3,1,1,12,:,6,6,10,,Season 58794
7,0,VFL Oslo,11,5,2,4,12,:,10,2,17,6,4,2,0,9,:,3,6,14,5,1,0,4,3,:,7,-4,3,,Season 58794
8,0,VFL Rome,11,5,1,5,17,:,17,0,16,5,4,0,1,10,:,4,6,12,6,1,1,4,7,:,13,-6,4,,Season 58794
9,0,VFL Ankara,11,4,2,5,10,:,11,-1,14,5,3,0,2,5,:,3,2,9,6,1,2,3,5,:,8,-3,5,,Season 58794
10,0,VFL Athens,11,3,4,4,15,:,16,-1,13,6,3,2,1,11,:,8,3,11,5,0,2,3,4,:,8,-4,2,,Season 58794
11,0,VFL Brussels,11,3,3,5,10,:,13,-3,12,6,3,2,1,8,:,7,1,11,5,0,1,4,2,:,6,-4,1,,Season 58794
12,-1,VFL Copenhagen,11,2,4,5,11,:,18,-7,10,5,1,3,1,7,:,6,1,6,6,1,1,4,4,:,12,-8,4,,Season 58794
13,1,VFL Amsterdam,11,2,4,5,10,:,18,-8,10,5,2,0,3,5,:,11,-6,6,6,0,4,2,5,:,7,-2,4,,Season 58794
14,1,VFL Vienna,11,2,4,5,8,:,16,-8,10,6,2,3,1,5,:,8,-3,9,5,0,1,4,3,:,8,-5,1,,Season 58794
15,1,VFL Edinburgh,11,3,0,8,7,:,19,-12,9,6,2,0,4,4,:,7,-3,6,5,1,0,4,3,:,12,-9,3,,Season 58794
16,0,VFL Bern,11,1,3,7,10,:,21,-11,6,6,0,3,3,5,:,9,-4,3,5,1,0,4,5,:,12,-7,3,,Season 58794
1,0,VFL Lisbon,12,8,3,1,26,:,13,13,27,6,4,2,0,14,:,7,7,14,6,4,1,1,12,:,6,6,13,,Season 58794
2,-1,VFL London,12,7,3,2,33,:,15,18,24,6,4,1,1,17,:,5,12,13,6,3,2,1,16,:,10,6,11,,Season 58794
3,1,VFL Berlin,12,7,3,2,19,:,16,3,24,6,4,1,1,9,:,7,2,13,6,3,2,1,10,:,9,1,11,,Season 58794
4,0,VFL Madrid,12,5,5,2,22,:,13,9,20,6,3,2,1,12,:,8,4,11,6,2,3,1,10,:,5,5,9,,Season 58794
5,0,VFL Paris,12,6,2,4,17,:,13,4,20,6,3,1,2,10,:,7,3,10,6,3,1,2,7,:,6,1,10,,Season 58794
6,-1,VFL Oslo,12,6,2,4,14,:,10,4,20,6,4,2,0,9,:,3,6,14,6,2,0,4,5,:,7,-2,6,,Season 58794
7,-1,VFL Rome,12,6,1,5,19,:,17,2,19,6,5,0,1,12,:,4,8,15,6,1,1,4,7,:,13,-6,4,,Season 58794
8,1,VFL Stockholm,12,5,2,5,21,:,19,2,17,6,2,1,3,9,:,12,-3,7,6,3,1,2,12,:,7,5,10,,Season 58794
9,-1,VFL Brussels,12,4,3,5,13,:,13,0,15,6,3,2,1,8,:,7,1,11,6,1,1,4,5,:,6,-1,4,,Season 58794
10,1,VFL Ankara,12,4,2,6,10,:,13,-3,14,6,3,0,3,5,:,5,0,9,6,1,2,3,5,:,8,-3,5,,Season 58794
11,1,VFL Athens,12,3,4,5,15,:,18,-3,13,6,3,2,1,11,:,8,3,11,6,0,2,4,4,:,10,-6,2,,Season 58794
12,-1,VFL Amsterdam,12,3,4,5,11,:,18,-7,13,6,3,0,3,6,:,11,-5,9,6,0,4,2,5,:,7,-2,4,,Season 58794
13,-1,VFL Vienna,12,2,5,5,9,:,17,-8,11,6,2,3,1,5,:,8,-3,9,6,0,2,4,4,:,9,-5,2,,Season 58794
14,1,VFL Copenhagen,12,2,4,6,12,:,20,-8,10,6,1,3,2,8,:,8,0,6,6,1,1,4,4,:,12,-8,4,,Season 58794
15,-1,VFL Bern,12,2,3,7,12,:,22,-10,9,6,0,3,3,5,:,9,-4,3,6,2,0,4,7,:,13,-6,6,,Season 58794
16,1,VFL Edinburgh,12,3,0,9,7,:,23,-16,9,6,2,0,4,4,:,7,-3,6,6,1,0,5,3,:,16,-13,3,,Season 58794
1,0,VFL Lisbon,13,9,3,1,29,:,13,16,30,7,5,2,0,17,:,7,10,17,6,4,1,1,12,:,6,6,13,,Season 58794
2,0,VFL London,13,8,3,2,35,:,16,19,27,6,4,1,1,17,:,5,12,13,7,4,2,1,18,:,11,7,14,,Season 58794
3,0,VFL Berlin,13,7,4,2,21,:,18,3,25,6,4,1,1,9,:,7,2,13,7,3,3,1,12,:,11,1,12,,Season 58794
4,-1,VFL Rome,13,7,1,5,20,:,17,3,22,6,5,0,1,12,:,4,8,15,7,2,1,4,8,:,13,-5,7,,Season 58794
5,1,VFL Madrid,13,5,6,2,23,:,14,9,21,6,3,2,1,12,:,8,4,11,7,2,4,1,11,:,6,5,10,,Season 58794
6,0,VFL Oslo,13,6,3,4,16,:,12,4,21,7,4,3,0,11,:,5,6,15,6,2,0,4,5,:,7,-2,6,,Season 58794
7,1,VFL Paris,13,6,2,5,18,:,15,3,20,7,3,1,3,11,:,9,2,10,6,3,1,2,7,:,6,1,10,,Season 58794
8,-1,VFL Brussels,13,5,3,5,16,:,15,1,18,7,4,2,1,11,:,9,2,14,6,1,1,4,5,:,6,-1,4,,Season 58794
9,1,VFL Stockholm,13,5,2,6,21,:,22,-1,17,6,2,1,3,9,:,12,-3,7,7,3,1,3,12,:,10,2,10,,Season 58794
10,-1,VFL Amsterdam,13,4,4,5,13,:,19,-6,16,6,3,0,3,6,:,11,-5,9,7,1,4,2,7,:,8,-1,7,,Season 58794
11,0,VFL Athens,13,3,5,5,16,:,19,-3,14,7,3,3,1,12,:,9,3,12,6,0,2,4,4,:,10,-6,2,,Season 58794
12,1,VFL Ankara,13,4,2,7,10,:,16,-6,14,6,3,0,3,5,:,5,0,9,7,1,2,4,5,:,11,-6,5,,Season 58794
13,-1,VFL Edinburgh,13,4,0,9,10,:,23,-13,12,7,3,0,4,7,:,7,0,9,6,1,0,5,3,:,16,-13,3,,Season 58794
14,1,VFL Vienna,13,2,5,6,9,:,18,-9,11,7,2,3,2,5,:,9,-4,9,6,0,2,4,4,:,9,-5,2,,Season 58794
15,1,VFL Copenhagen,13,2,4,7,14,:,23,-9,10,6,1,3,2,8,:,8,0,6,7,1,1,5,6,:,15,-9,4,,Season 58794
16,1,VFL Bern,13,2,3,8,13,:,24,-11,9,7,0,3,4,6,:,11,-5,3,6,2,0,4,7,:,13,-6,6,,Season 58794
1,0,VFL Lisbon,14,9,4,1,30,:,14,16,31,7,5,2,0,17,:,7,10,17,7,4,2,1,13,:,7,6,14,,Season 58794
2,0,VFL London,14,8,3,3,36,:,19,17,27,7,4,1,2,18,:,8,10,13,7,4,2,1,18,:,11,7,14,,Season 58794
3,0,VFL Berlin,14,7,5,2,22,:,19,3,26,7,4,2,1,10,:,8,2,14,7,3,3,1,12,:,11,1,12,,Season 58794
4,0,VFL Rome,14,8,1,5,25,:,18,7,25,7,6,0,1,17,:,5,12,18,7,2,1,4,8,:,13,-5,7,,Season 58794
5,0,VFL Madrid,14,6,6,2,25,:,15,10,24,7,4,2,1,14,:,9,5,14,7,2,4,1,11,:,6,5,10,,Season 58794
6,-1,VFL Brussels,14,6,3,5,19,:,16,3,21,7,4,2,1,11,:,9,2,14,7,2,1,4,8,:,7,1,7,,Season 58794
7,1,VFL Oslo,14,6,3,5,16,:,14,2,21,7,4,3,0,11,:,5,6,15,7,2,0,5,5,:,9,-4,6,,Season 58794
8,-1,VFL Stockholm,14,6,2,6,23,:,22,1,20,7,3,1,3,11,:,12,-1,10,7,3,1,3,12,:,10,2,10,,Season 58794
9,1,VFL Paris,14,6,2,6,19,:,20,-1,20,7,3,1,3,11,:,9,2,10,7,3,1,3,8,:,11,-3,10,,Season 58794
10,0,VFL Amsterdam,14,5,4,5,14,:,19,-5,19,7,4,0,3,7,:,11,-4,12,7,1,4,2,7,:,8,-1,7,,Season 58794
11,0,VFL Athens,14,4,5,5,18,:,19,-1,17,7,3,3,1,12,:,9,3,12,7,1,2,4,6,:,10,-4,5,,Season 58794
12,0,VFL Ankara,14,4,2,8,10,:,18,-8,14,7,3,0,4,5,:,7,-2,9,7,1,2,4,5,:,11,-6,5,,Season 58794
13,-1,VFL Copenhagen,14,3,4,7,16,:,23,-7,13,7,2,3,2,10,:,8,2,9,7,1,1,5,6,:,15,-9,4,,Season 58794
14,1,VFL Edinburgh,14,4,0,10,10,:,24,-14,12,7,3,0,4,7,:,7,0,9,7,1,0,6,3,:,17,-14,3,,Season 58794
15,1,VFL Vienna,14,2,5,7,10,:,20,-10,11,7,2,3,2,5,:,9,-4,9,7,0,2,5,5,:,11,-6,2,,Season 58794
16,0,VFL Bern,14,2,3,9,13,:,26,-13,9,7,0,3,4,6,:,11,-5,3,7,2,0,5,7,:,15,-8,6,,Season 58794
1,0,VFL Lisbon,15,10,4,1,33,:,14,19,34,8,6,2,0,20,:,7,13,20,7,4,2,1,13,:,7,6,14,,Season 58794
2,0,VFL London,15,9,3,3,38,:,20,18,30,7,4,1,2,18,:,8,10,13,8,5,2,1,20,:,12,8,17,,Season 58794
3,0,VFL Berlin,15,8,5,2,24,:,19,5,29,7,4,2,1,10,:,8,2,14,8,4,3,1,14,:,11,3,15,,Season 58794
4,0,VFL Rome,15,9,1,5,26,:,18,8,28,8,7,0,1,18,:,5,13,21,7,2,1,4,8,:,13,-5,7,,Season 58794
5,0,VFL Madrid,15,7,6,2,28,:,17,11,27,7,4,2,1,14,:,9,5,14,8,3,4,1,14,:,8,6,13,,Season 58794
6,0,VFL Brussels,15,7,3,5,22,:,17,5,24,8,5,2,1,14,:,10,4,17,7,2,1,4,8,:,7,1,7,,Season 58794
7,0,VFL Oslo,15,6,3,6,17,:,16,1,21,8,4,3,1,12,:,7,5,15,7,2,0,5,5,:,9,-4,6,,Season 58794
8,0,VFL Stockholm,15,6,2,7,24,:,25,-1,20,7,3,1,3,11,:,12,-1,10,8,3,1,4,13,:,13,0,10,,Season 58794
9,0,VFL Paris,15,6,2,7,21,:,23,-2,20,8,3,1,4,13,:,12,1,10,7,3,1,3,8,:,11,-3,10,,Season 58794
10,0,VFL Amsterdam,15,5,4,6,14,:,20,-6,19,7,4,0,3,7,:,11,-4,12,8,1,4,3,7,:,9,-2,7,,Season 58794
11,0,VFL Athens,15,4,5,6,18,:,21,-3,17,8,3,3,2,12,:,11,1,12,7,1,2,4,6,:,10,-4,5,,Season 58794
12,0,VFL Ankara,15,5,2,8,14,:,19,-5,17,7,3,0,4,5,:,7,-2,9,8,2,2,4,9,:,12,-3,8,,Season 58794
13,0,VFL Copenhagen,15,3,4,8,16,:,26,-10,13,7,2,3,2,10,:,8,2,9,8,1,1,6,6,:,18,-12,4,,Season 58794
14,-1,VFL Bern,15,3,3,9,14,:,26,-12,12,8,1,3,4,7,:,11,-4,6,7,2,0,5,7,:,15,-8,6,,Season 58794
15,1,VFL Edinburgh,15,4,0,11,10,:,25,-15,12,7,3,0,4,7,:,7,0,9,8,1,0,7,3,:,18,-15,3,,Season 58794
16,1,VFL Vienna,15,2,5,8,11,:,24,-13,11,8,2,3,3,6,:,13,-7,9,7,0,2,5,5,:,11,-6,2,,Season 58794
1,0,VFL Lisbon,16,10,5,1,33,:,14,19,35,9,6,3,0,20,:,7,13,21,7,4,2,1,13,:,7,6,14,,Season 58794
2,0,VFL London,16,9,4,3,38,:,20,18,31,7,4,1,2,18,:,8,10,13,9,5,3,1,20,:,12,8,18,,Season 58794
3,-1,VFL Rome,16,10,1,5,28,:,19,9,31,9,8,0,1,20,:,6,14,24,7,2,1,4,8,:,13,-5,7,,Season 58794
